# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 db:Trc2_S11 ang:Trc2_S11 db:Trc3_S11 ang:Trc3_S11 db:Trc4_S11 ang:Trc4_S11 
2.390000000000000E+009 -1.212727363343076E+001 -3.787133421234506E+001 -1.212727363343076E+001 -3.787133421234506E+001 -1.212727363343076E+001 -3.787133421234506E+001 -1.212727363343076E+001 -3.787133421234506E+001 
2.395000000000000E+009 -1.153307842649439E+001 -4.120024846449874E+001 -1.153307842649439E+001 -4.120024846449874E+001 -1.153307842649439E+001 -4.120024846449874E+001 -1.153307842649439E+001 -4.120024846449874E+001 
2.400000000000000E+009 -1.098003127133474E+001 -4.450651533666429E+001 -1.098003127133474E+001 -4.450651533666429E+001 -1.098003127133474E+001 -4.450651533666429E+001 -1.098003127133474E+001 -4.450651533666429E+001 
2.405000000000000E+009 -1.047457840241043E+001 -4.790297386229848E+001 -1.047457840241043E+001 -4.790297386229848E+001 -1.047457840241043E+001 -4.790297386229848E+001 -1.047457840241043E+001 -4.790297386229848E+001 
2.410000000000000E+009 -1.002540983506826E+001 -5.136842475510708E+001 -1.002540983506826E+001 -5.136842475510708E+001 -1.002540983506826E+001 -5.136842475510708E+001 -1.002540983506826E+001 -5.136842475510708E+001 
2.415000000000000E+009 -9.649270754962300E+000 -5.479534245409488E+001 -9.649270754962300E+000 -5.479534245409488E+001 -9.649270754962300E+000 -5.479534245409488E+001 -9.649270754962300E+000 -5.479534245409488E+001 
2.420000000000000E+009 -9.325696278104225E+000 -5.799159691136936E+001 -9.325696278104225E+000 -5.799159691136936E+001 -9.325696278104225E+000 -5.799159691136936E+001 -9.325696278104225E+000 -5.799159691136936E+001 
2.425000000000000E+009 -9.033838357278388E+000 -6.109286697369794E+001 -9.033838357278388E+000 -6.109286697369794E+001 -9.033838357278388E+000 -6.109286697369794E+001 -9.033838357278388E+000 -6.109286697369794E+001 
2.430000000000000E+009 -8.782519352552976E+000 -6.411226769732332E+001 -8.782519352552976E+000 -6.411226769732332E+001 -8.782519352552976E+000 -6.411226769732332E+001 -8.782519352552976E+000 -6.411226769732332E+001 
2.435000000000000E+009 -8.563608277673172E+000 -6.695951812711125E+001 -8.563608277673172E+000 -6.695951812711125E+001 -8.563608277673172E+000 -6.695951812711125E+001 -8.563608277673172E+000 -6.695951812711125E+001 
